Keuwl Accelerometer Data File
2019-04-23 13-21-05

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
7.3955755,8.155849,-1.716643,2.160767,8.610089,75.465813,348.113892
7.4056153,8.001422,-1.714248,2.397793,8.527063,73.668282,347.907593
7.4156132,7.918822,-1.576582,2.591723,8.480000,72.204063,348.740051
7.4259109,7.888895,-1.353921,2.804807,8.481433,70.688751,350.261566
7.4368052,7.946355,-1.058237,3.112462,8.599526,68.780975,352.414398
7.4457397,7.942764,-0.869095,3.458424,8.706522,66.595360,353.755554
7.4557080,7.955932,-0.817620,3.733757,8.826455,64.974670,354.132385
7.4655704,8.137892,-0.730232,4.052186,9.120238,63.620983,354.872467
7.4754844,8.457518,-0.730232,4.468778,9.593374,62.236748,355.065247
7.4866810,8.722076,-0.181959,4.782418,9.948832,61.268776,358.804871
7.4957347,8.850166,0.034716,4.809951,10.072848,61.476673,0.224749
7.5056877,8.833407,0.034716,4.466383,9.898427,63.177917,0.225175
7.5154910,8.833407,-0.023942,4.079720,9.730044,65.210167,359.844696
7.5256248,8.734048,-0.293290,3.780444,9.521626,66.606880,358.076721
7.5366960,9.199720,-1.211466,3.886986,10.060376,67.271439,352.498169
7.5481439,10.176555,-1.794454,4.441244,11.247532,66.742516,349.999725
7.5556555,10.176555,-1.794454,5.194221,11.565563,63.313347,349.999725
7.5655828,11.370064,-2.852691,5.194221,12.821705,66.101883,345.915497
7.5757494,12.306197,-4.047398,6.098032,14.318167,64.792694,341.794434
7.5858188,13.186066,-4.924873,6.464345,15.489172,65.332855,339.519806
7.5957131,14.146141,-5.222951,6.452374,16.402002,66.834442,339.735168
7.6060438,14.915876,-5.299565,6.557718,17.133955,67.496971,340.440033
7.6159749,15.674838,-5.007473,6.562507,17.715582,68.257431,342.283447
7.6260753,16.016012,-5.045780,6.457162,17.990761,68.966393,342.513184
7.6358027,16.021997,-5.361814,6.507440,18.105255,68.935249,341.497009
7.6456947,16.141708,-5.811924,6.809110,18.457985,68.352341,340.198273
7.6568460,16.236279,-6.234501,8.926781,19.549250,62.830116,338.993927
7.6660466,15.832856,-6.499061,8.926781,19.302967,62.454269,337.682861
7.6757994,16.135723,-6.878541,9.208099,19.810730,62.302486,336.911804
7.6855698,15.957355,-7.010222,8.840590,19.543194,63.104698,336.283630
7.6955729,15.187618,-6.688202,8.311471,18.560074,63.396446,336.232635
7.7060299,14.235924,-6.039374,7.659051,17.256784,63.651592,337.011658
7.7157116,13.366828,-5.244499,7.018602,15.982416,63.950642,338.577362
7.7258697,12.506113,-4.449624,6.531382,14.793950,63.801006,340.414642
7.7355590,11.467029,-3.788824,5.955577,13.465394,63.750069,341.715912
7.7457705,10.450690,-2.930503,5.209783,12.039377,64.359146,344.335846
7.7556453,9.215282,-2.880225,4.270059,10.557013,66.141701,342.643433
7.7656326,8.377312,-2.504335,3.958812,9.598085,65.640625,343.356354
7.7755184,7.672219,-1.745373,5.215768,9.439995,56.460060,347.183746
7.7859879,6.969521,-1.185130,6.835446,9.833721,45.964600,350.349457
7.7962365,6.776788,-0.782904,7.888895,10.429403,40.851364,353.409973
7.8064699,6.520608,-0.518345,8.148665,10.449295,38.755058,355.454926
7.8159289,5.934029,-0.307655,8.024167,9.984719,36.520432,357.032104
7.8261290,5.141548,-0.192733,7.418434,9.028058,34.743786,357.853241
7.8357911,4.411316,-0.310049,6.501455,7.862872,34.222992,355.979584
7.8478503,3.928885,-0.175974,5.662287,6.894099,34.782478,357.435455
7.8559117,3.766079,0.374693,5.301960,6.514178,35.520203,5.681741
7.8658452,3.677494,0.846350,5.408502,6.594859,34.904312,12.960559
7.8755879,3.591303,1.191115,5.985504,7.081135,32.298622,18.348963
7.8855734,3.609259,1.315614,6.874950,7.875439,29.195436,20.027344
7.8956184,3.289633,1.404199,6.687006,7.583502,28.141764,23.115498
7.9055257,2.735375,1.532289,6.836643,7.521295,24.636389,29.256462
7.9155350,2.285265,1.458069,7.911640,8.363160,18.913189,32.539112
7.9251876,2.172738,1.346738,8.605958,8.977584,16.543242,31.792072
7.9354210,2.316390,1.514333,8.386889,8.831691,18.261604,33.174522
7.9450941,2.491167,2.042254,8.477868,9.069232,20.805033,39.344837
7.9550800,2.850297,2.135628,8.395268,9.119519,22.988632,36.842937
7.9653888,3.053804,1.933318,8.189367,8.951490,23.814035,32.337292
7.9753737,2.993949,1.707066,7.748834,8.480698,23.977886,29.690577
7.9852481,2.721010,1.723825,7.439982,8.107330,23.409925,32.355240
7.9952836,2.315193,1.900996,8.348581,8.869764,19.739065,39.389290
8.0050859,1.909376,1.953669,9.487024,9.872496,16.063623,45.656910
8.0153913,1.665167,2.069787,9.476251,9.841551,15.659695,51.182930
8.0264044,1.611298,2.115277,8.135497,8.559030,18.099897,52.701916
8.0356684,1.522712,2.306813,7.767987,8.245100,19.586958,56.571461
8.0454884,1.607706,3.001132,8.005013,8.698952,23.040659,61.822044
8.0556335,1.717840,3.505111,8.161834,9.047227,25.559662,63.890728
8.0658340,1.861492,3.726575,7.969100,8.992167,27.597116,63.457039
8.0759888,1.971625,4.021062,7.232883,8.507106,31.764755,63.880154
8.0857544,1.763330,4.268862,7.095217,8.466086,33.062584,67.556053
8.0957842,1.246182,4.406528,7.746439,8.998766,30.589699,74.208908
8.1056070,0.487220,4.364630,8.779537,9.816703,26.575344,83.630486
8.1157446,-0.128090,4.001908,9.598354,10.400003,22.643471,91.833252
8.1267967,-0.496797,3.251326,9.897630,10.429813,18.382061,98.687500
8.1370783,-0.566229,2.364274,9.309854,9.622046,14.635140,103.468300
8.1459494,-0.766145,1.636437,8.355764,8.548901,12.202127,115.087982
8.1558809,-0.486023,1.351527,6.725313,6.876967,12.055010,109.779106
8.1656189,0.381875,1.551443,4.953603,5.204900,17.876728,76.171989
8.1756077,1.438915,2.015918,4.052186,4.749170,31.434063,54.481636
8.1868105,2.270900,2.667141,5.073313,6.165154,34.623718,49.587723
8.1992664,2.436100,2.823961,6.706159,7.673455,29.079920,49.217182
8.2070427,2.161964,2.312799,7.781156,8.400566,22.140024,46.930584
8.2155781,1.375469,1.735796,8.287529,8.578347,14.961717,51.606209
8.2258091,0.769736,1.446098,8.222886,8.384482,11.267186,61.974308
8.2358789,0.770933,1.482011,8.000225,8.172778,11.794548,62.516827
8.2460308,1.914164,2.373851,8.038532,8.597511,20.774502,51.118893
8.2556610,3.112462,3.738546,8.315063,9.633505,30.329018,50.221504
8.2654819,3.002329,4.414908,7.957129,9.582343,33.860664,55.782597
8.2755260,2.934094,4.625597,7.589619,9.359881,35.819271,57.612358
8.2858572,2.529474,3.970783,8.221688,9.474256,29.796877,57.501991
8.2969389,1.794454,2.722207,9.473856,10.019202,18.990971,56.607494
8.3060112,1.389834,1.776498,10.013748,10.264635,12.693859,51.962330
8.3158283,1.430536,1.732205,9.501390,9.763369,13.302926,50.448517
8.3254814,1.636437,2.030283,8.538920,8.928222,16.982008,51.130692
8.3353729,2.097321,2.422932,8.013393,8.630402,21.796646,49.120121
8.3454294,2.715025,2.851494,8.368932,9.248859,25.195435,46.404392
8.3553209,3.084929,2.965219,8.190564,9.240923,27.583601,43.866474
8.3654261,1.795651,2.209848,7.829040,8.330766,19.986307,50.903805
8.3758039,0.207098,1.011550,8.895657,8.955379,6.620750,78.429512
8.3856297,1.380257,1.234211,9.458294,9.637827,11.076346,41.802734
8.3956957,1.608904,0.972046,9.933543,10.109833,10.715497,31.138973
8.4059572,0.472855,0.824802,10.662578,10.704880,5.095315,60.174583
8.4157677,-1.005565,0.502782,11.075577,11.132491,5.796131,153.434952
8.4255733,0.294487,0.811634,10.788273,10.822768,4.575773,70.057617
8.4356833,0.124498,0.545878,9.843760,9.859671,3.255399,77.152298
8.4459219,-0.426168,0.476446,9.560047,9.581394,3.825359,131.811752
8.4566984,0.598550,1.109712,9.484630,9.568068,7.572223,61.658714
8.4677324,0.826000,0.914585,8.838196,8.923701,7.937980,47.913502
8.4757624,0.913388,0.860716,8.577228,8.668561,8.324565,43.299408
8.4861994,0.349553,0.920571,9.361329,9.412976,6.004757,69.207535
8.4956341,-0.148441,0.963666,9.910798,9.958645,5.618729,98.756859
8.5058250,-0.287304,1.009156,10.105926,10.160250,5.927545,105.891518
8.5157080,-0.156820,0.809240,9.976639,10.010633,4.723187,100.967239
8.5255604,0.052672,0.487220,9.651027,9.663461,2.906835,83.829826
8.5354891,0.403423,0.487220,9.457097,9.478229,3.826638,50.374908
8.5455227,0.841562,0.396240,9.199720,9.246626,5.773531,25.212898
8.5566759,0.982820,0.384269,9.015367,9.076918,6.676234,21.354834
8.5657692,0.860716,0.384269,9.084799,9.133568,5.923575,24.058537
8.5756655,0.860716,0.459687,9.227253,9.278704,6.036568,28.105564
8.5857019,0.633266,0.509965,9.357738,9.392994,4.965818,38.844250
8.5957050,0.581791,0.640449,9.440337,9.479906,5.236785,47.747639
8.6056976,0.487220,0.849942,9.419987,9.470794,5.937458,60.176964
8.6158409,0.508768,1.116895,9.440337,9.519783,7.407349,65.509796
8.6257095,0.532710,1.261744,9.440337,9.539169,8.254808,67.110474
8.6357021,0.503979,1.351527,9.514558,9.623276,8.620584,69.549698
8.6460552,0.298078,1.405396,9.375694,9.485126,8.711788,78.025284
8.6575699,0.013168,1.404199,9.272743,9.378470,8.611398,89.462715
8.6657801,-0.156820,1.413776,9.272743,9.381211,8.721252,96.329544
8.6772232,-0.331597,1.297657,9.312247,9.408072,8.184532,104.334335
8.6855965,-0.331597,1.209072,9.312247,9.396263,7.667695,105.336685
8.6955376,-0.257377,1.288081,9.290700,9.383097,8.047301,101.299690
8.7052908,-0.204704,1.489193,9.269152,9.390249,9.211598,97.826813
8.7146397,-0.198719,1.635240,9.227253,9.373137,10.121953,96.928764
8.7246313,-0.254982,1.661576,9.084799,9.239017,10.483289,98.724449
8.7346439,-0.355539,1.650802,9.018958,9.175683,10.604931,102.154335
8.7448301,-0.450110,1.778892,9.069236,9.253005,11.438108,104.199425
8.7548676,-0.633266,1.922544,9.188946,9.409246,12.422797,108.231354
8.7646933,-0.848745,1.935712,9.373300,9.608646,12.707233,113.675827
8.7748060,-1.082179,1.814805,9.540894,9.772066,12.487418,120.807884
8.7848978,-1.306037,1.722628,9.671378,9.910032,12.599691,127.168144
8.7947826,-1.279701,1.776498,9.836577,10.077293,12.548347,125.767105
8.8046398,-1.189918,1.860295,9.860519,10.104774,12.623325,122.604591
8.8146563,-1.115698,1.934515,9.648633,9.903699,13.031722,119.973450
8.8246412,-1.155202,1.990779,9.323022,9.602939,13.867893,120.125587
8.8347530,-1.253365,2.054225,9.050082,9.364548,14.890305,121.389030
8.8447800,-1.316811,2.098518,8.932767,9.269957,15.501051,122.108093
8.8546133,-1.333570,2.106898,8.910022,9.252347,15.634333,122.331947
8.8646336,-1.339556,2.025495,9.109938,9.428043,14.925933,123.478561
8.8747787,-1.284489,2.039860,9.118318,9.431578,14.808378,122.198410
